Rank,Name,Revenue($m),Profits($m),Assets($m),Market Value($m),Employees,Website,Alexa Rank,Back Links,Page Authority,Domain Authority,Moz Rank,Pageviews,Worth,Page Size,Code to Text Ratio,Semrush Rank,Keywords,Organic Traffic,Cost (in USD),Adwords Keywords,Adwords Traffic,Adwords Buget (in USD)
138,Broadcom,22597.0,2724,67493.0,94790.5,19000,http://www.broadcom.com,28406.0,0.0,0/100,0/100,0/10,38720.0,84800.0,2887.68,4.5% (Text size 0.13Kb and  Code size 2.69Kb),,,,,,,
139,Nucor,22588.9,1271.1,18344.7,10846.8,26800,http://www.nucor.com,544454.0,0.0,0/100,0/100,0/10,2020.0,4420.0,65536.0,0.01% (Text size 0Kb and  Code size 63.99Kb),,,,,,,
140,Gilead Sciences,22449.0,5386,61627.0,94124,11800,http://www.gilead.com,117154.0,0.0,0/100,0/100,0/10,9390.0,20560.0,64737.28,40.41% (Text size 25.55Kb and  Code size 37.67Kb),,,,,,,
141,Southwest Airlines,22428.0,2300,25895.0,18420.9,60767,http://www.southwest.com,512.0,0.0,0/100,0/100,0/10,2150000.0,4710000.0,65536.0,15.17% (Text size 9.71Kb and  Code size 54.29Kb),138.0,220796.0,12877224.0,8269935.0,2749.0,25142.0,53688.0
142,Halliburton,22408.0,-1131,25377.0,6027.4,55000,http://www.halliburton.com,25477.0,0.0,0/100,0/100,0/10,43180.0,94560.0,65536.0,27.96% (Text size 17.9Kb and  Code size 46.1Kb),,,,,,,
143,CenturyLink,22401.0,-5269,64742.0,10307.1,42500,http://www.centurylink.com,4651.0,0.0,0/100,0/100,0/10,236510.0,517950.0,,,,,,,,,
144,International Paper,22376.0,1225,33471.0,12206.8,51000,http://www.internationalpaper.com,193630.0,0.0,0/100,0/100,0/10,5680.0,12440.0,64256.0,22.6% (Text size 14.18Kb and  Code size 48.56Kb),,,,,,,
145,Eli Lilly,22319.5,8318.4,39286.1,132760.4,33625,http://www.lilly.com,38115.0,0.0,0/100,0/100,0/10,28860.0,63200.0,40478.72,21.43% (Text size 8.47Kb and  Code size 31.06Kb),,,,,,,
146,Aflac,22307.0,3304,152768.0,24738.8,11729,http://www.aflac.com,31234.0,0.0,0/100,0/100,0/10,35220.0,77120.0,65536.0,7.59% (Text size 4.86Kb and  Code size 59.14Kb),3657.0,117346.0,781437.0,1562501.0,2679.0,43209.0,584241.0
147,Lennar,22259.6,1849.1,29359.5,11590.8,10106,http://www.lennar.com,45018.0,0.0,0/100,0/100,0/10,24430.0,53510.0,65536.0,2.38% (Text size 1.52Kb and  Code size 62.47Kb),,,,,,,
148,Occidental Petroleum,21971.0,-667,109330.0,10366.7,14400,http://www.oxy.com,135730.0,0.0,0/100,0/100,0/10,8100.0,17750.0,60825.6,15.21% (Text size 9.03Kb and  Code size 50.37Kb),,,,,,,
149,Union Pacific,21708.0,5919,61673.0,97354.5,37483,http://www.up.com,113756.0,1661.0,54.68/100,69.65/100,5.43/10,9670.0,21180.0,33095.68,17.06% (Text size 5.51Kb and  Code size 26.8Kb),7616.0,23174.0,191207.0,170942.0,0.0,0.0,0.0
150,Rite Aid,21674.4,-422.2,7591.4,822.3,42645,http://www.riteaid.com,24892.0,0.0,0/100,0/100,0/10,44190.0,96780.0,65536.0,10.98% (Text size 7.03Kb and  Code size 56.97Kb),,,,,,,
151,PNC Financial Services Group,21624.0,5369,410295.0,41037.7,50968,http://www.pnc.com,1120.0,0.0,0/100,0/100,0/10,982140.0,2150000.0,,,495.0,322317.0,6549085.0,9184958.0,1967.0,408679.0,137664.0
152,DuPont,21512.0,498,69396.0,25213.1,35000,http://www.dupont.com,46852.0,0.0,0/100,0/100,0/10,23480.0,51410.0,65536.0,57.01% (Text size 36.48Kb and  Code size 27.51Kb),,,,,,,
153,Southern,21419.0,4739,118700.0,57075.9,27943,http://www.southerncompany.com,19662.0,0.0,0/100,0/100,0/10,55950.0,122520.0,65536.0,24.45% (Text size 15.65Kb and  Code size 48.35Kb),,,,,,,
154,AutoNation,21335.7,450,10543.3,2510.7,25000,http://www.autonation.com,75800.0,0.0,0/100,0/100,0/10,14510.0,31780.0,65536.0,7.66% (Text size 4.9Kb and  Code size 59.09Kb),,,,,,,
156,McDonald's,21076.5,6025.4,47510.8,123259.6,205000,http://www.aboutmcdonalds.com,99999999.0,0.0,0/100,0/100,0/10,11.0,21.9,65536.0,22.51% (Text size 14.4Kb and  Code size 49.59Kb),,,,,,,
157,Marriott International,20972.0,1273,25051.0,24254.5,174000,http://www.marriott.com,1203.0,0.0,0/100,0/100,0/10,914380.0,2000000.0,65536.0,4.61% (Text size 2.95Kb and  Code size 61.05Kb),173.0,2613291.0,15477778.0,17407863.0,32274.0,680726.0,1182755.0
158,ManpowerGroup,20863.5,465.7,9223.8,3109.4,28000,http://www.manpowergroup.com,126862.0,0.0,0/100,0/100,0/10,8670.0,18990.0,25815.04,17.18% (Text size 4.33Kb and  Code size 20.88Kb),,,,,,,
160,Hartford Financial Services Group,20740.0,2085,70817.0,12624.8,19500,http://www.thehartford.com,21187.0,572.0,58.55/100,76.13/100,5.61/10,51920.0,113700.0,41287.68,15.14% (Text size 6.11Kb and  Code size 34.21Kb),5730.0,59558.0,269223.0,2016940.0,25839.0,13895.0,151392.0
161,Danaher,20521.2,3008.2,62081.6,96457.3,60000,http://www.danaher.com,263764.0,0.0,0/100,0/100,0/10,4170.0,9130.0,65536.0,11.77% (Text size 7.53Kb and  Code size 56.47Kb),,,,,,,
162,Whirlpool,20419.0,1184,18881.0,5377.8,77000,http://www.whirlpoolcorp.com,263281.0,0.0,0/100,0/100,0/10,4180.0,9150.0,46868.48,7.1% (Text size 3.25Kb and  Code size 42.52Kb),56319.0,8342.0,17002.0,32957.0,0.0,0.0,0.0
163,AECOM,20173.3,-261.1,14461.6,4734.9,86000,http://www.aecom.com,31209.0,0.0,0/100,0/100,0/10,35250.0,77190.0,2027.52,5.86% (Text size 0.12Kb and  Code size 1.87Kb),,,,,,,
164,Netflix,20156.4,1866.9,33975.7,164771.9,8600,http://www.netflix.com,20.0,1107127.0,73/100,93/100,7.3/10,55000000.0,120450000.0,65536.0,0.08% (Text size 0.05Kb and  Code size 63.95Kb),61.0,2543867.0,49506337.0,63732568.0,75.0,6074.0,4479.0
165,Kohl's,19974.0,691,14555.0,2265,79500,http://www.kohlscorporation.com,99999999.0,0.0,0/100,0/100,0/10,11.0,21.9,55500.8,53.37% (Text size 28.93Kb and  Code size 25.27Kb),,,,,,,
166,Lear,19810.3,753.6,12680.7,4913.4,164100,http://www.lear.com,246521.0,0.0,0/100,0/100,0/10,4460.0,9770.0,50268.16,23.37% (Text size 11.47Kb and  Code size 37.62Kb),,,,,,,
167,Altria Group,19796.0,-1293,49271.0,71863,7300,http://www.altria.com,252484.0,0.0,0/100,0/100,0/10,4360.0,9540.0,65536.0,13.02% (Text size 8.33Kb and  Code size 55.67Kb),,,,,,,
169,Avnet,19518.6,176.3,8564.6,2505.9,15500,http://www.avnet.com,45802.0,0.0,0/100,0/100,0/10,24020.0,52600.0,911.36,52.59% (Text size 0.47Kb and  Code size 0.42Kb),,,,,,,
171,Genuine Parts,19392.3,621.1,14645.6,9788.5,55000,http://www.genpt.com,180528.0,0.0,0/100,0/100,0/10,6090.0,13340.0,10219.52,22.03% (Text size 2.2Kb and  Code size 7.78Kb),,,,,,,
172,NextEra Energy,19204.0,3769,117691.0,117655,14800,http://www.nexteraenergy.com,202519.0,0.0,0/100,0/100,0/10,5430.0,11890.0,28743.68,22.63% (Text size 6.35Kb and  Code size 21.72Kb),,,,,,,
173,CarMax,19146.0,842.4,18717.9,8795,25946,http://www.carmax.com,4161.0,84264.0,53/100,63/100,5.3/10,264360.0,578950.0,,,,,,,,,
174,Tenet Healthcare,18479.0,-232,23351.0,1501.8,101104,http://www.tenethealth.com,186972.0,0.0,0/100,0/100,0/10,5880.0,12880.0,31754.24,13.61% (Text size 4.22Kb and  Code size 26.79Kb),28193.0,47253.0,76211.0,88996.0,219.0,770.0,1270.0
175,Kimberly-Clark,18450.0,2157,15283.0,43662.5,40000,http://www.kimberly-clark.com,201377.0,0.0,0/100,0/100,0/10,5460.0,11960.0,55562.24,38.73% (Text size 21.02Kb and  Code size 33.25Kb),,,,,,,
176,Emerson Electric,18372.0,2306,20497.0,29154.2,88000,http://www.emerson.com,27083.0,0.0,0/100,0/100,0/10,40620.0,88950.0,65536.0,12.31% (Text size 7.88Kb and  Code size 56.12Kb),,,,,,,
177,WestRock,18289.0,862.9,30156.7,7304,51100,http://www.westrock.com,543264.0,0.0,0/100,0/100,0/10,2020.0,4430.0,10803.2,27.95% (Text size 2.95Kb and  Code size 7.6Kb),176069.0,508.0,3866.0,479.0,27.0,0.0,6.0
178,CDW,18032.4,736.8,7999.4,13316.3,9900,http://www.cdw.com,13140.0,0.0,0/100,0/100,0/10,83710.0,183330.0,65536.0,21.44% (Text size 13.72Kb and  Code size 50.28Kb),4152.0,763514.0,731572.0,6171807.0,894.0,68248.0,40742.0
179,Jones Lang LaSalle,17983.2,535.3,13672.6,5207.1,93400,http://www.jll.com,41925.0,0.0,0/100,0/100,0/10,26240.0,57460.0,65536.0,25.25% (Text size 16.16Kb and  Code size 47.84Kb),,,,,,,
180,Sherwin-Williams,17900.8,1541.3,20496.2,42185.8,61111,http://www.sherwin.com,89422.0,0.0,0/100,0/100,0/10,12300.0,26940.0,65536.0,1.44% (Text size 0.92Kb and  Code size 63.08Kb),,,,,,,
181,Fluor,17817.2,-1305,7883.7,968.6,53349,http://www.fluor.com,156025.0,0.0,0/100,0/100,0/10,7050.0,15440.0,45578.24,18.35% (Text size 8.17Kb and  Code size 36.35Kb),37361.0,34131.0,55946.0,34536.0,0.0,0.0,0.0
183,D.R. Horton,17592.9,1618.5,15606.6,12456.4,8916,http://www.drhorton.com,64611.0,0.0,0/100,0/100,0/10,17020.0,37280.0,65536.0,3.23% (Text size 2.07Kb and  Code size 61.93Kb),,,,,,,
184,HollyFrontier,17486.6,772.4,12164.8,3967.8,4074,http://www.hollyfrontier.com,921628.0,0.0,0/100,0/100,0/10,1190.0,2610.0,55162.88,9.99% (Text size 5.38Kb and  Code size 48.48Kb),122296.0,2372.0,10669.0,5447.0,0.0,0.0,0.0
185,Tenneco,17450.0,-334,13226.0,292.3,78000,http://www.tenneco.com,217530.0,0.0,0/100,0/100,0/10,5060.0,11070.0,28651.52,23.42% (Text size 6.55Kb and  Code size 21.43Kb),66739.0,9827.0,26567.0,11229.0,0.0,0.0,0.0
186,EOG Resources,17380.0,2734.9,37124.6,20907.4,2900,http://www.eogresources.com,,,,,,,,,,,,,,,,
187,Becton Dickinson,17290.0,1233,51765.0,62307.5,70093,http://www.bd.com,50031.0,0.0,0/100,0/100,0/10,21990.0,48150.0,65536.0,49.48% (Text size 31.66Kb and  Code size 32.33Kb),,,,,,,
188,Lincoln National,17258.0,886,334761.0,5142.2,11357,http://www.lfg.com,59399.0,1556.0,49/100,60/100,4.9/10,18520.0,40550.0,65536.0,39.4% (Text size 25.22Kb and  Code size 38.78Kb),10408.0,45174.0,264511.0,885169.0,0.0,0.0,0.0
190,salesforce.com,17098.0,126,55126.0,128862.1,49000,http://www.salesforce.com,127.0,161589.0,68/100,90/100,6.8/10,8660000.0,18970000.0,65536.0,33.21% (Text size 21.26Kb and  Code size 42.74Kb),,,,,,,
192,General Mills,16865.2,1752.7,30111.2,31986,40000,http://www.generalmills.com,108927.0,0.0,0/100,0/100,0/10,10100.0,22110.0,61696.0,30.75% (Text size 18.53Kb and  Code size 41.72Kb),,,,,,,
193,Molina Healthcare,16829.0,737,6787.0,8500.8,10000,http://www.molinahealthcare.com,47201.0,0.0,0/100,0/100,0/10,23300.0,51030.0,65536.0,12.55% (Text size 8.03Kb and  Code size 55.97Kb),7389.0,37002.0,213128.0,376642.0,0.0,0.0,0.0
194,Cognizant Technology Solutions,16783.0,1842,16204.0,25495.2,292500,http://www.cognizant.com,7268.0,0.0,0/100,0/100,0/10,151350.0,331450.0,65536.0,23.82% (Text size 15.25Kb and  Code size 48.75Kb),,,,,,,
195,Marsh & McLennan,16652.0,1742,31357.0,43567,76000,http://www.mmc.com,152869.0,0.0,0/100,0/100,0/10,7200.0,15760.0,36403.2,29.05% (Text size 10.33Kb and  Code size 25.22Kb),,,,,,,
196,XPO Logistics,16648.0,419,14128.0,4502.4,100000,http://www.xpo.com,88928.0,0.0,0/100,0/100,0/10,12370.0,27090.0,26920.96,17.03% (Text size 4.48Kb and  Code size 21.82Kb),31605.0,7664.0,30135.0,52154.0,19.0,0.0,0.0
198,Western Digital,16569.0,-754,26370.0,12441.5,61800,http://www.westerndigital.com,36878.0,0.0,0/100,0/100,0/10,29830.0,65320.0,45291.52,36.47% (Text size 16.13Kb and  Code size 28.1Kb),252216.0,4206.0,2626.0,3127.0,403.0,370.0,682.0
199,Gap,16383.0,351,13679.0,2614,129000,http://www.gapinc.com,85332.0,0.0,0/100,0/100,0/10,12890.0,28230.0,29777.92,24.9% (Text size 7.24Kb and  Code size 21.84Kb),9886.0,47805.0,268489.0,99582.0,0.0,0.0,0.0
200,Aramark,16227.3,448.5,13736.3,5037.8,233400,http://www.aramark.com,87613.0,0.0,0/100,0/100,0/10,12560.0,27500.0,65536.0,39.56% (Text size 25.32Kb and  Code size 38.68Kb),,,,,,,
201,Principal Financial,16222.1,1394.2,276087.8,8608.7,17601,http://www.principal.com,14471.0,0.0,0/100,0/100,0/10,76010.0,166470.0,65536.0,16.4% (Text size 10.5Kb and  Code size 53.5Kb),,,,,,,
202,Ross Stores,16039.1,1660.9,9348.4,30952.3,92500,http://www.rossstores.com,69717.0,0.0,0/100,0/100,0/10,15780.0,34550.0,40499.2,18.29% (Text size 7.23Kb and  Code size 32.32Kb),,,,,,,
203,Colgate-Palmolive,15693.0,2367,15034.0,56900.2,34300,http://www.colgatepalmolive.com,308107.0,0.0,0/100,0/100,0/10,3570.0,7820.0,55101.44,18.99% (Text size 10.22Kb and  Code size 43.59Kb),,,,,,,
204,American Electric Power,15561.4,1921.1,75892.3,39576.7,17408,http://www.aep.com,122692.0,0.0,0/100,0/100,0/10,8970.0,19640.0,48168.96,40.78% (Text size 19.19Kb and  Code size 27.86Kb),,,,,,,
205,Nordstrom,15524.0,496,9737.0,2398.4,75000,http://www.nordstrom.com,918.0,0.0,0/100,0/100,0/10,1200000.0,2620000.0,65536.0,0.16% (Text size 0.1Kb and  Code size 63.9Kb),,,,,,,
206,Jacobs Engineering Group,15463.6,848,11462.7,10546.9,50000,http://www.jacobs.com,43248.0,0.0,0/100,0/100,0/10,25430.0,55700.0,65536.0,7.9% (Text size 5.05Kb and  Code size 58.94Kb),,,,,,,
207,Waste Management,15455.0,1670,27743.0,39210.9,44900,http://www.wm.com,22768.0,0.0,0/100,0/100,0/10,48310.0,105810.0,3737.6,0.43% (Text size 0.02Kb and  Code size 3.64Kb),,,,,,,
208,C.H. Robinson Worldwide,15309.5,577,4641.1,8694.7,15427,http://www.chrobinson.com,40113.0,0.0,0/100,0/100,0/10,27420.0,60060.0,53452.8,26.5% (Text size 13.84Kb and  Code size 38.37Kb),,,,,,,
209,PPG Industries,15146.0,1243,17708.0,19722.1,47600,http://www.ppg.com,109526.0,0.0,0/100,0/100,0/10,10040.0,21990.0,35307.52,25.58% (Text size 8.82Kb and  Code size 25.66Kb),21910.0,13450.0,59771.0,80935.0,419.0,4157.0,5135.0
211,Omnicom Group,14953.7,1339.1,26783.4,11906,70000,http://www.omnicomgroup.com,85929.0,0.0,0/100,0/100,0/10,12800.0,28030.0,16363.52,24.97% (Text size 3.99Kb and  Code size 11.99Kb),,,,,,,
212,Loews,14931.0,932,82243.0,10023,18605,http://www.loews.com,927065.0,0.0,0/100,0/100,0/10,1190.0,2600.0,29747.2,38.36% (Text size 11.14Kb and  Code size 17.9Kb),,,,,,,
213,Ecolab,14906.3,1558.9,20869.1,45060.8,50200,http://www.ecolab.com,60342.0,0.0,0/100,0/100,0/10,18230.0,39920.0,65536.0,19.77% (Text size 12.65Kb and  Code size 51.35Kb),,,,,,,
214,Stryker,14884.0,2083,30167.0,62405.1,40000,http://www.stryker.com,43142.0,0.0,0/100,0/100,0/10,25500.0,55840.0,,,,,,,,,
216,Goodyear Tire & Rubber,14745.0,-311,17185.0,1354.2,63000,http://www.goodyear.com,37698.0,0.0,0/100,0/100,0/10,29180.0,63900.0,65536.0,17.34% (Text size 11.1Kb and  Code size 52.9Kb),,,,,,,
218,Applied Materials,14608.0,2706,19024.0,42076.7,22000,http://www.appliedmaterials.com,202351.0,0.0,0/100,0/100,0/10,5440.0,11910.0,49541.12,6.73% (Text size 3.25Kb and  Code size 45.12Kb),,,,,,,
219,BlackRock,14539.0,4476,168622.0,68119.5,16200,http://www.blackrock.com,28052.0,0.0,0/100,0/100,0/10,39210.0,85880.0,65536.0,5.85% (Text size 3.75Kb and  Code size 60.25Kb),,,,,,,
220,Stanley Black & Decker,14442.2,955.8,20596.6,15402.5,59438,http://www.stanleyblackanddecker.com,159124.0,0.0,0/100,0/100,0/10,6910.0,15140.0,65536.0,8.95% (Text size 5.73Kb and  Code size 58.27Kb),,,,,,,
221,Freeport-McMoRan,14402.0,-239,40809.0,9794.1,27500,http://www.fcx.com,651965.0,0.0,0/100,0/100,0/10,1690.0,3690.0,53606.4,11.89% (Text size 6.22Kb and  Code size 46.13Kb),,,,,,,
222,Texas Instruments,14383.0,5017,18018.0,93303.2,29768,http://www.ti.com,3494.0,0.0,0/100,0/100,0/10,314830.0,689470.0,,,,,,,,,
223,Biogen,14377.9,5888.5,27234.3,55070.4,7400,http://www.biogen.com,174703.0,0.0,0/100,0/100,0/10,6300.0,13790.0,65536.0,21.12% (Text size 13.51Kb and  Code size 50.48Kb),,,,,,,
224,Parker-Hannifin,14320.3,1512.4,17576.7,16652.5,55610,http://www.parker.com,38763.0,0.0,0/100,0/100,0/10,28380.0,62140.0,,,8235.0,183519.0,316405.0,532206.0,535.0,3577.0,4270.0
225,Reinsurance Group of America,14300.0,870,76731.0,5186,3188,http://www.rgare.com,509696.0,0.0,0/100,0/100,0/10,2160.0,4720.0,65536.0,13.67% (Text size 8.75Kb and  Code size 55.25Kb),,,,,,,
227,Automatic Data Processing,14175.2,2292.8,41887.7,59012.2,58000,http://www.adp.com,547.0,0.0,0/100,0/100,0/10,2010000.0,4400000.0,65536.0,55.33% (Text size 35.41Kb and  Code size 28.59Kb),,,,,,,
229,Illinois Tool Works,14109.0,2521,15068.0,45125.6,45000,http://www.itw.com,436505.0,0.0,0/100,0/100,0/10,2520.0,5520.0,,,,,,,,,
231,Discover Financial Services,13989.0,2957,113996.0,10923.5,17200,http://www.discoverfinancial.com,402933.0,0.0,0/100,0/100,0/10,2730.0,5980.0,46981.12,39.34% (Text size 18.05Kb and  Code size 27.83Kb),,,,,,,
232,Land O'Lakes,13887.7,205.9,8899.3,-,8000,http://www.landolakesinc.com,320858.0,0.0,0/100,0/100,0/10,3430.0,7500.0,32829.44,8.87% (Text size 2.84Kb and  Code size 29.21Kb),,,,,,,
233,VF,13870.6,1259.8,10356.8,21346.5,75000,http://www.vfc.com,105832.0,195.0,51.21/100,58.32/100,5.64/10,10390.0,22760.0,50350.08,43.35% (Text size 21.32Kb and  Code size 27.86Kb),31473.0,5924.0,39771.0,53128.0,0.0,0.0,0.0
235,Las Vegas Sands,13739.0,2698,23199.0,32433.7,50000,http://www.sands.com,310860.0,0.0,0/100,0/100,0/10,3540.0,7750.0,39403.52,51.14% (Text size 19.68Kb and  Code size 18.8Kb),,,,,,,
236,Textron,13630.0,815,15018.0,6071.3,35000,http://www.textron.com,96765.0,0.0,0/100,0/100,0/10,11370.0,24890.0,55930.88,24.7% (Text size 13.49Kb and  Code size 41.13Kb),42433.0,17525.0,46487.0,27405.0,0.0,0.0,0.0
237,Kellogg,13578.0,960,17564.0,20546.5,31000,http://www.kelloggcompany.com,473301.0,0.0,0/100,0/100,0/10,2320.0,5090.0,28764.16,16.86% (Text size 4.74Kb and  Code size 23.35Kb),,,,,,,
238,Guardian Life Ins. Co. of America,13476.7,679.8,79387.7,-,9032,http://www.guardianlife.com,143220.0,0.0,0/100,0/100,0/10,7680.0,16820.0,215.04,4.76% (Text size 0.01Kb and  Code size 0.2Kb),,,,,,,
240,Core-Mark Holding,13329.2,57.7,1898.4,1294.8,8555,http://www.core-mark.com,744473.0,0.0,0/100,0/100,0/10,1480.0,3230.0,65536.0,4.97% (Text size 3.18Kb and  Code size 60.82Kb),,,,,,,
241,Community Health Systems,13210.0,-675,15609.0,393.6,71500,http://www.chs.net,337805.0,0.0,0/100,0/100,0/10,3260.0,7130.0,32081.92,10.63% (Text size 3.33Kb and  Code size 27.99Kb),,,,,,,
242,Kinder Morgan,13209.0,2190,74157.0,31529.7,11086,http://www.kindermorgan.com,330667.0,0.0,0/100,0/100,0/10,3330.0,7290.0,36218.88,17.04% (Text size 6.03Kb and  Code size 29.34Kb),,,,,,,
245,Ameriprise Financial,13103.0,1893,151828.0,12601.8,12500,http://www.ameriprise.com,24655.0,0.0,0/100,0/100,0/10,44620.0,97710.0,33863.68,40.43% (Text size 13.37Kb and  Code size 19.7Kb),,,,,,,
246,Global Partners,13081.7,35.9,2808.4,299.8,3860,http://www.globalp.com,1388511.0,0.0,0/100,0/100,0/10,792.0,1740.0,7106.56,42.97% (Text size 2.98Kb and  Code size 3.96Kb),226992.0,2040.0,4852.0,3116.0,0.0,0.0,0.0
247,United States Steel,12937.0,-630,11608.0,1074.3,27500,http://www.ussteel.com,344737.0,8.0,40.12/100,52.05/100,3.83/10,3190.0,6990.0,,,28547.0,3897.0,41041.0,24805.0,0.0,0.0,0.0
248,L Brands,12914.2,-366.4,10125.0,3196.7,59950,http://www.lb.com,116005.0,0.0,0/100,0/100,0/10,9480.0,20770.0,57344.0,25.53% (Text size 14.3Kb and  Code size 41.7Kb),,,,,,,
249,MGM Resorts International,12899.7,2049.1,33876.4,5813.8,72000,http://www.mgmresorts.com,10701.0,0.0,0/100,0/100,0/10,102790.0,225120.0,65536.0,1.84% (Text size 1.17Kb and  Code size 62.82Kb),,,,,,,
251,DISH Network,12807.7,1399.5,33230.9,10455.8,16000,http://www.dish.com,15623.0,0.0,0/100,0/100,0/10,70410.0,154200.0,65536.0,7.12% (Text size 4.56Kb and  Code size 59.44Kb),1103.0,442969.0,3127850.0,3747673.0,10029.0,297346.0,705323.0
252,Lithia Motors,12672.7,271.5,6083.9,1910,14320,http://www.lithia.com,670297.0,0.0,0/100,0/100,0/10,1640.0,3590.0,,,,,,,,,
253,DTE Energy,12669.0,1169,41882.0,18289.5,10700,http://www.dteenergy.com,31614.0,0.0,0/100,0/100,0/10,34790.0,76200.0,65536.0,13.51% (Text size 8.65Kb and  Code size 55.35Kb),,,,,,,
254,American Family Insurance Group,12633.2,455.9,31123.7,-,13531,http://www.amfam.com,43128.0,0.0,0/100,0/100,0/10,25510.0,55860.0,65536.0,34.24% (Text size 21.92Kb and  Code size 42.08Kb),,,,,,,
255,Farmers Insurance Exchange,12592.5,55.3,17456.5,-,10980,http://www.farmers.com,18393.0,0.0,0/100,0/100,0/10,59810.0,130980.0,65536.0,32.79% (Text size 20.99Kb and  Code size 43.01Kb),,,,,,,
256,Consolidated Edison,12574.0,1343,58079.0,26034.5,14890,http://www.conedison.com,539687.0,0.0,0/100,0/100,0/10,2040.0,4460.0,32655.36,41.44% (Text size 13.22Kb and  Code size 18.68Kb),,,,,,,
257,LKQ,12506.1,541.3,12780.0,6310.7,51000,http://www.lkqcorp.com,219648.0,0.0,0/100,0/100,0/10,5010.0,10960.0,65536.0,6.57% (Text size 4.2Kb and  Code size 59.79Kb),,,,,,,
258,Sempra Energy,12443.0,2197,65665.0,33037.4,13969,http://www.sempra.com,326300.0,0.0,0/100,0/100,0/10,3370.0,7380.0,63662.08,22.07% (Text size 13.72Kb and  Code size 48.45Kb),,,,,,,
259,Edison International,12347.0,1284,64382.0,19867.6,12937,http://www.edisoninvestor.com,,,,,,,,,,,,,,,,
260,CenterPoint Energy,12301.0,791,35439.0,7765.4,14262,http://www.centerpointenergy.com,27577.0,0.0,0/100,0/100,0/10,39890.0,87350.0,50944.0,18.34% (Text size 9.12Kb and  Code size 40.63Kb),,,,,,,
261,Quanta Services,12112.2,402,8331.7,4537.2,40300,http://www.quantaservices.com,525925.0,0.0,0/100,0/100,0/10,2090.0,4580.0,,,,,,,,,
262,Murphy USA,12101.3,154.8,2687.2,2556.8,7250,http://corporate.murphyusa.com,,,,,,,,,,,,,,,,
264,Group 1 Automotive,12043.8,174,5570.2,813.2,15296,http://www.group1auto.com,860967.0,0.0,0/100,0/100,0/10,1280.0,2800.0,65536.0,15.16% (Text size 9.7Kb and  Code size 54.3Kb),121382.0,6066.0,4556.0,15733.0,0.0,0.0,0.0
265,Bed Bath & Beyond,12028.8,-137.2,6570.5,534.5,62000,http://www.bedbathandbeyond.com,1822.0,0.0,0/100,0/100,0/10,603730.0,1320000.0,3901.44,6.31% (Text size 0.24Kb and  Code size 3.57Kb),141.0,3011974.0,21702733.0,16002705.0,11986.0,1076847.0,655533.0
266,Unum Group,11998.9,1100.3,67013.4,3046.6,10300,http://www.unum.com,61589.0,0.0,0/100,0/100,0/10,17860.0,39110.0,30760.96,13.38% (Text size 4.02Kb and  Code size 26.02Kb),14572.0,11274.0,89746.0,105396.0,180.0,1162.0,3641.0
267,CSX,11937.0,3331,38257.0,44161.7,20908,http://www.csx.com,172054.0,0.0,0/100,0/100,0/10,6390.0,14000.0,52695.04,31.75% (Text size 16.34Kb and  Code size 35.12Kb),,,,,,,
268,AutoZone,11863.7,1617.2,9895.9,19756.2,75840,http://www.autozone.com,3479.0,0.0,0/100,0/100,0/10,316180.0,692440.0,,,,,,,,,
269,Pacific Life,11847.0,725,171473.0,-,3815,http://www.pacificlife.com,120753.0,0.0,0/100,0/100,0/10,9110.0,19950.0,215.04,4.76% (Text size 0.01Kb and  Code size 0.2Kb),,,,,,,
271,Charles Schwab,11785.0,3704,294005.0,43278.2,19700,http://www.aboutschwab.com,301857.0,0.0,0/100,0/100,0/10,3640.0,7980.0,65536.0,60.17% (Text size 38.51Kb and  Code size 25.49Kb),,,,,,,
272,Crown Holdings,11665.0,510,15505.0,7875.8,33043,http://www.crowncork.com,332890.0,0.0,0/100,0/100,0/10,3300.0,7230.0,48916.48,14.43% (Text size 6.89Kb and  Code size 40.88Kb),,,,,,,
273,Ally Financial,11618.0,1715,180644.0,5402.5,8700,http://www.ally.com,2770.0,0.0,0/100,0/100,0/10,397110.0,869670.0,65536.0,13.88% (Text size 8.89Kb and  Code size 55.11Kb),,,,,,,
274,Laboratory Corp. of America,11554.8,823.8,18046.4,12297.7,65000,http://www.labcorp.com,14486.0,0.0,0/100,0/100,0/10,75940.0,166300.0,65536.0,18.89% (Text size 12.09Kb and  Code size 51.91Kb),,,,,,,
