,Rank,Company,Revenue($m),Profits($m),Assets($m),Market Value($m),Employees,Domain,Alexa Rank,Back Links,Page Authority,Domain Authority,Moz Rank,Page Views,Domain Worth,Code Size,Text to Code Ratio,Semrush Rank,Organic Keywords,Organic Traffic,Opportunity Cost,Adwords Keywords,Adwords Traffic,Adwords Budget
0,1,Walmart,523964.0,14881,236495.0,321803.3,2200000,walmart.com,126,0,0/,0/,0/,8.73M,19.12M,,'0.68%,15,29145287,190314352,124437628$,37053,3949947,2396610$
1,2,Amazon.com,280522.0,11588,225248.0,970680.1,798000,amazon.com,14,0,0/,0/,0/,78.57M,172.07M,,'0.68%,3,91384723,950416767,724598977$,79995,2943519,9398034$
2,3,Exxon Mobil,264938.0,14340,362597.0,160696.3,74900,exxonmobil.com,27230,0,0/,0/,0/,40.4K,88.47K,,'0.68%,,,,,,,
3,4,Apple,260174.0,55256,338516.0,1112640.8,137000,apple.com,51,0,0/,0/,0/,21.57M,47.24M,,'0.68%,20,17897033,159102793,220655359$,15095,3382490,3923068$
4,5,CVS Health,256776.0,6634,222449.0,77375.8,290000,cvshealth.com,31978,0,0/,0/,0/,34.4K,75.33K,,'0.68%,,,,,,,
5,6,Berkshire Hathaway,254616.0,81417,817729.0,442897.1,391500,berkshirehathaway.com,56515,0,0/,0/,0/,19.46K,42.62K,,'0.68%,,,,,,,
6,7,UnitedHealth Group,242155.0,13839,173889.0,236555.2,325000,unitedhealthgroup.com,25580,0,0/,0/,0/,43K,94.18K,,'0.68%,10993,15919,133787,459981$,173,2898,1324$
7,8,McKesson,214319.0,34,59672.0,21845,70000,mckesson.com,19965,0,0/,0/,0/,55.1K,120.66K,,'0.68%,6097,267940,445289,844015$,77,240,853$
8,9,AT&T,181193.0,13903,551669.0,209387.5,247800,att.com,652,0,0/,0/,0/,1.69M,3.69M,,'0.68%,116,2308219,26424054,61702263$,52348,3111032,7534493$
9,10,AmerisourceBergen,179589.1,855.4,39172.0,18221.4,21500,amerisourcebergen.com,77922,0,0/,0/,0/,14.12K,30.92K,,'0.68%,,,,,,,
10,11,Alphabet,161857.0,34343,275909.0,798905.3,118899,google.com,1,480097599,88,95,8.,1.1B,2.41B,,'0.68%,4,472896723,633234962,2536338544$,22260,3854693,66692061$
11,12,Ford Motor,155900.0,47,258537.0,19150.6,190000,ford.com,3492,0,0/,0/,0/,315.01K,689.86K,,'0.68%,,,,,,,
12,13,Cigna,153566.0,5104,155774.0,65896.7,73700,cigna.com,5855,0,0/,0/,0/,187.87K,411.44K,,'0.68%,1967,239189,919250,1757762$,52,625,6737$
13,14,Costco Wholesale,152703.0,3659,45400.0,125907.7,201500,costco.com,638,0,0/,0/,0/,1.72M,3.78M,,'0.68%,87,4398365,32423794,24748016$,96,3586,4182$
14,15,Chevron,146516.0,2924,237428.0,136175.9,48200,chevron.com,26418,0,0/,0/,0/,41.64K,91.18K,,'0.68%,,,,,,,
15,16,Cardinal Health,145534.0,1363,40963.0,13988.1,49500,cardinal.com,2338962,0,0/,0/,0/,470,1.03K,,'0.68%,3040985,267,97,36$,0,0,0$
16,17,JPMorgan Chase,142422.0,36431,2687379.0,276750.1,256981,jpmorganchase.com,4499,0,0/,0/,0/,244.5K,535.45K,,'0.68%,,,,,,,
17,18,General Motors,137237.0,6732,228037.0,29694.7,164000,gm.com,9892,0,0/,0/,0/,111.2K,243.53K,,'0.68%,3516,165655,703651,735998$,406,4640,2900$
18,19,Walgreens Boots Alliance,136866.0,3982,67598.0,40528.2,287000,walgreensbootsalliance.com,446289,62,44,49,5.,2.46K,5.39K,,'0.68%,21212,5175,56913,15499$,0,0,0$
19,20,Verizon Communications,131868.0,19265,291727.0,222220,135000,verizon.com,1537,0,0/,0/,0/,715.68K,1.57M,,'0.68%,,,,,,,
20,21,Microsoft,125843.0,39240,286556.0,1199549.7,144000,microsoft.com,28,0,0/,0/,0/,39.29M,86.04M,,'0.68%,66,9387606,41840715,61131922$,57874,1852028,13986160$
21,22,Marathon Petroleum,124813.0,2637,98556.0,15353,60910,marathonpetroleum.com,236834,0,0/,0/,0/,4.64K,10.17K,,'0.68%,,,,,,,
22,23,Kroger,122286.0,1659,45256.0,24113.7,435000,thekrogerco.com,325763,79,40,52,3.,3.38K,7.39K,,'0.68%,23306,5986,52238,72203$,0,0,0$
23,24,Fannie Mae,120304.0,14160,3503319.0,1841.4,7500,fanniemae.com,54722,0,0/,0/,0/,20.1K,44.02K,,'0.68%,8819,109250,293603,865307$,38,472,2021$
24,25,Bank of America,113589.0,27430,2434079.0,185226.9,208131,bankofamerica.com,463,0,0/,0/,0/,2.38M,5.2M,,'0.68%,115,951201,25354962,43305984$,4170,928481,1601469$
25,26,Home Depot,110225.0,11242,51236.0,200665,415700,homedepot.com,263,0,0/,0/,0/,4.18M,9.16M,,'0.68%,27,8831128,106711497,94050036$,104271,4362281,4159031$
26,27,Phillips 66,109559.0,3076,58720.0,23490,14500,phillips66.com,583925,0,0/,0/,0/,1.88K,4.12K,,'0.68%,,,,,,,
27,29,Anthem,104213.0,4807,77453.0,57245.2,70600,antheminc.com,133019,0,0/,0/,0/,8.27K,18.11K,,'0.68%,,,,,,,
28,30,Wells Fargo,103915.0,19549,1927555.0,117365.7,259800,wellsfargo.com,221,0,0/,0/,0/,4.98M,10.9M,,'0.68%,,,,,,,
29,31,Citigroup,103449.0,19401,1951158.0,88376.5,200000,citigroup.com,22007,0,0/,0/,0/,49.98K,109.46K,,'0.68%,,,,,,,
30,32,Valero Energy,102729.0,2422,53864.0,18531.6,10222,valero.com,95180,560,50,59,4.,11.56K,25.31K,,'0.68%,11280,9961,122176,111557$,35,28,14$
31,33,General Electric,95214.0,-4979,266048.0,69406.1,205000,ge.com,13590,0,0/,0/,0/,80.94K,177.26K,,'0.68%,4690,176771,597349,1148059$,916,6422,35136$
32,34,Dell Technologies,92154.0,4616,118861.0,29246.2,165000,delltechnologies.com,106172,0,0/,0/,0/,10.36K,22.69K,,'0.68%,,,,,,,
33,35,Johnson & Johnson,82059.0,15119,157728.0,345704.9,132200,jnj.com,18358,0,0/,0/,0/,59.92K,131.22K,,'0.68%,,,,,,,
34,36,State Farm Insurance,79395.3,5592.7,294823.2,-,57672,statefarm.com,4130,197505,62,75,6.,266.34K,583.29K,,'0.68%,726,592446,4521878,36426708$,8041,424357,11431120$
35,37,Target,78112.0,3281,42779.0,46574.4,368000,target.com,427,0,0/,0/,0/,2.58M,5.64M,,'0.68%,,,,,,,
36,38,IBM,77147.0,9431,152186.0,98551.1,383800,ibm.com,699,0,0/,0/,0/,1.57M,3.45M,,'0.68%,1317,2008057,2395961,7766972$,35904,322214,4197756$
37,39,Raytheon Technologies,77046.0,5537,139716.0,81705.3,243200,raytheon.com,50423,0,0/,0/,0/,21.82K,47.78K,,'0.68%,,,,,,,
38,40,Boeing,76559.0,-636,133625.0,84148.6,161100,boeing.com,17036,0,0/,0/,0/,64.57K,141.41K,,'0.68%,,,,,,,
39,41,Freddie Mac,75125.0,7214,2203623.0,908.7,6892,freddiemac.com,92459,0,0/,0/,0/,11.9K,26.05K,,'0.68%,,,,,,,
40,42,Centene,74639.0,1321,40994.0,34862.4,56600,centene.com,163629,0,0/,0/,0/,6.72K,14.72K,,'0.68%,35455,3493,34242,13147$,0,0,0$
41,43,United Parcel Service,74094.0,4440,57857.0,80196.1,377640,ups.com,434,0,0/,0/,0/,2.53M,5.55M,,'0.68%,,,,,,,
42,44,Lowe's,72148.0,4281,39471.0,64963.3,260000,lowes.com,880,241540,64,85,6.,1.25M,2.74M,,'0.68%,,,,,,,
43,45,Intel,71965.0,21048,136524.0,231661.9,110800,intel.com,961,0,0/,0/,0/,1.14M,2.51M,,'0.68%,1117,791509,3084604,2226952$,7165,150682,483391$
44,46,Facebook,70697.0,18485,133376.0,475455.2,44942,facebook.com,4,574917072,10,96,10,275M,602.25M,,'0.68%,5,97502681,549550465,594599567$,10372,866184,2484750$
45,47,FedEx,69693.0,540,54403.0,31679.1,389500,fedex.com,381,0,0/,0/,0/,2.89M,6.32M,,'0.68%,,,,,,,
46,48,MetLife,69620.0,5899,740463.0,27996.9,49000,metlife.com,17694,0,0/,0/,0/,62.17K,136.15K,,'0.68%,,,,,,,
47,49,Walt Disney,69570.0,11054,193984.0,174405.4,223000,disney.com,4133,395340,67,93,6.,266.15K,582.87K,,'0.68%,,,,,,,
48,50,Procter & Gamble,67684.0,3897,115095.0,271639.8,97000,pg.com,16205,0,0/,0/,0/,67.88K,148.66K,,'0.68%,,,,,,,
49,51,PepsiCo,67161.0,7314,78547.0,166847.8,267000,pepsico.com,57983,0,0/,0/,0/,18.97K,41.54K,,'0.68%,,,,,,,
50,52,Humana,64888.0,2707,29074.0,41489.5,46000,humana.com,5902,0,0/,0/,0/,186.38K,408.16K,,'0.68%,1715,103699,1074167,3754524$,490,2173,8097$
51,53,Prudential Financial,64807.0,4186,896552.0,20649.7,51511,prudential.com,16572,12074,53,68,5.,66.38K,145.36K,,'0.68%,,,,,,,
52,54,Archer Daniels Midland,64656.0,1379,43997.0,19602.6,38100,adm.com,181367,0,0/,0/,0/,6.07K,13.29K,,'0.68%,,,,,,,
53,55,Albertsons,60534.5,131.1,20776.6,-,267000,albertsons.com,49806,0,0/,0/,0/,22.09K,48.37K,,'0.68%,,,,,,,
54,56,Sysco,60113.9,1674.3,17966.5,23203.2,69000,sysco.com,59299,0,0/,0/,0/,18.55K,40.62K,,'0.68%,11054,66578,223223,282825$,0,0,0$
55,57,Lockheed Martin,59812.0,6230,47528.0,95539.3,110000,lockheedmartin.com,47266,0,0/,0/,0/,23.27K,50.97K,,'0.68%,,,,,,,
56,58,HP,58756.0,3152,33467.0,24820.7,56000,hp.com,364,0,0/,0/,0/,3.02M,6.62M,,'0.68%,355,1705887,9811456,15408980$,13921,413937,1673307$
57,59,Energy Transfer,54213.0,3592,98880.0,12373.5,12812,energytransfer.com,331328,0,0/,0/,0/,3.32K,7.27K,,'0.68%,,,,,,,
58,60,Goldman Sachs Group,53922.0,8466,992968.0,55416.7,38300,gs.com,26204,0,0/,0/,0/,41.98K,91.93K,,'0.68%,,,,,,,
59,61,Morgan Stanley,53823.0,9042,895429.0,52101.5,60431,morganstanley.com,12421,0,0/,0/,0/,88.56K,193.95K,,'0.68%,,,,,,,
60,62,Caterpillar,53800.0,6093,78453.0,63831.6,102300,caterpillar.com,92322,0,0/,0/,0/,11.91K,26.09K,,'0.68%,,,,,,,
61,63,Cisco Systems,51904.0,11621,97793.0,166709,75900,cisco.com,795,0,0/,0/,0/,1.38M,3.03M,,'0.68%,,,,,,,
62,64,Pfizer,51750.0,16273,167489.0,181074.9,88300,pfizer.com,48561,0,0/,0/,0/,22.65K,49.6K,,'0.68%,,,,,,,
63,65,HCA Healthcare,51336.0,3505,45058.0,30411.4,245000,hcahealthcare.com,105608,0,0/,0/,0/,10.42K,22.81K,,'0.68%,,,,,,,
64,66,AIG,49746.0,3348,525064.0,20886.3,46000,aig.com,53519,0,0/,0/,0/,20.55K,45.01K,,'0.68%,,,,,,,
65,67,American Express,47020.0,6759,198321.0,68982.7,64500,americanexpress.com,357,0,0/,0/,0/,3.08M,6.75M,,'0.68%,,,,,,,
66,68,Delta Air Lines,47007.0,4767,64532.0,18261.9,91224,delta.com,734,0,0/,0/,0/,1.5M,3.28M,,'0.68%,558,614092,5808912,6857304$,6528,849363,638386$
67,69,Merck,46840.0,9843,84397.0,195140.5,71000,merck.com,49656,0,0/,0/,0/,22.15K,48.52K,,'0.68%,10978,113084,225988,568843$,0,0,0$
68,70,American Airlines Group,45768.0,1686,59995.0,5193.7,133700,aa.com,1129,1106523,63,86,6.,974.31K,2.13M,,'0.68%,,,,,,,
69,71,Charter Communications,45764.0,1668,148188.0,111924,95100,charter.com,43415,0,0/,0/,0/,25.34K,55.49K,,'0.68%,,,,,,,
70,72,Allstate,44675.0,4847,119950.0,29070.5,46035,allstate.com,6289,0,0/,0/,0/,174.91K,383.05K,,'0.68%,1170,451930,2981516,28011738$,2809,164784,1229468$
71,73,New York Life Insurance,44116.6,1003.8,330806.3,-,11519,newyorklife.com,33568,0,0/,0/,0/,32.77K,71.77K,,'0.68%,,,,,,,
72,74,Nationwide,43982.0,829.7,239539.6,-,28114,nationwide.com,16212,0,0/,0/,0/,67.85K,148.59K,,'0.68%,,,,,,,
73,75,Best Buy,43638.0,1541,15591.0,14647.4,125000,bestbuy.com,233,0,0/,0/,0/,4.72M,10.34M,,'0.68%,47,8161549,62452030,48618073$,14068,1903883,1847144$
74,76,United Airlines Holdings,43259.0,3009,52611.0,7822.9,96000,united.com,1063,107796,61,84,6.,1.03M,2.27M,,'0.68%,,,,,,,
75,77,Liberty Mutual Insurance Group,43228.0,1044,133644.0,-,45000,libertymutual.com,13889,0,0/,0/,0/,79.2K,173.45K,,'0.68%,,,,,,,
76,78,Dow,42951.0,-1359,60524.0,21716,36500,dow.com,58862,0,0/,0/,0/,18.69K,40.92K,,'0.68%,12430,86411,196010,300408$,501,2884,6250$
77,79,Tyson Foods,42405.0,2022,33097.0,21124.8,141000,tysonfoods.com,450813,143,46,59,4.,2.44K,5.34K,,'0.68%,45350,4149,27392,14834$,56,441,566$
78,80,TJX,41717.0,3272.2,24145.0,57262,286000,tjx.com,6837,0,0/,0/,0/,160.89K,352.35K,,'0.68%,500,555359,6398323,2842413$,370,463866,42916$
79,81,TIAA,40454.4,2460.1,615042.3,-,16533,tiaa.org,21757,0,0/,0/,0/,50.56K,110.72K,,'0.68%,5856,42014,279508,937525$,1077,18460,85956$
80,82,Oracle,39506.0,11083,108709.0,152412.7,136000,oracle.com,415,0,0/,0/,0/,2.65M,5.8M,,'0.68%,767,1725269,4218061,11993310$,4416,113565,2218924$
81,83,General Dynamics,39350.0,3484,48841.0,38398.1,102900,generaldynamics.com,99999999,0,0/,0/,0/,11,21.9,,'0.68%,,,,,,,
82,84,Deere,39258.0,3253,73011.0,43329.7,73489,johndeere.com,63694,0,0/,0/,0/,17.27K,37.82K,,'0.68%,,,,,,,
83,85,Nike,39117.0,4029,23717.0,128857,76700,nike.com,468,0,0/,0/,0/,2.35M,5.15M,,'0.68%,61,1254030,49010021,61553763$,27200,3392588,5505208$
84,86,Progressive,39022.3,3970.3,54895.3,43218.4,41571,progressive.com,3697,0,0/,0/,0/,297.54K,651.61K,,'0.68%,,,,,,,
85,87,Publix Super Markets,38462.8,3005.4,24507.1,-,207000,publix.com,7997,0,0/,0/,0/,137.55K,301.23K,,'0.68%,,,,,,,
86,88,Coca-Cola,37266.0,8920,86381.0,189983,86200,coca-colacompany.com,35550,0,0/,0/,0/,30.94K,67.77K,,'0.68%,,,,,,,
87,89,Massachusetts Mutual Life Insurance,37253.4,3700.7,290730.7,-,9896,massmutual.com,27192,0,0/,0/,0/,40.45K,88.59K,,'0.68%,,,,,,,
88,90,Tech Data,36998.4,374.5,13268.6,4645,15000,techdata.com,22376,0,0/,0/,0/,49.16K,107.66K,,'0.68%,53491,55870,38906,593660$,0,0,0$
89,91,World Fuel Services,36819.0,178.9,5992.4,1646.9,5500,wfscorp.com,578374,0,0/,0/,0/,1.9K,4.16K,,'0.68%,137091,1165,5925,371$,0,0,0$
90,92,Honeywell International,36709.0,6143,58679.0,94627.9,113000,honeywell.com,20624,0,0/,0/,0/,53.34K,116.81K,,'0.68%,,,,,,,
91,93,ConocoPhillips,36670.0,7189,70514.0,33167.3,10400,conocophillips.com,139155,0,0/,0/,0/,7.9K,17.31K,,'0.68%,,,,,,,
92,94,USAA,35617.4,4006.3,173732.6,-,35076,usaa.com,1046,0,0/,0/,0/,1.05M,2.3M,,'0.68%,,,,,,,
93,95,Exelon,34438.0,2936,124977.0,35850.4,32713,exeloncorp.com,121367,0,0/,0/,0/,9.06K,19.85K,,'0.68%,,,,,,,
94,96,Northrop Grumman,33841.0,2248,41089.0,50718.6,90000,northropgrumman.com,53651,0,0/,0/,0/,20.5K,44.9K,,'0.68%,,,,,,,
95,97,Capital One Financial,33766.0,5546,390365.0,23063.2,51900,capitalone.com,309,0,0/,0/,0/,3.56M,7.8M,,'0.68%,226,630873,14715145,29409093$,22633,1865799,5342191$
96,98,Plains GP Holdings,33669.0,331,29969.0,1021.8,5000,plainsallamerican.com,1404385,0,0/,0/,0/,783,1.72K,,'0.68%,104153,1814,13057,6820$,0,0,0$
97,99,AbbVie,33266.0,7882,89115.0,112507.7,30000,abbvie.com,58469,0,0/,0/,0/,18.81K,41.2K,,'0.68%,,,,,,,
98,100,INTL FCStone,32897.0,85.1,9936.1,699.9,2012,intlfcstone.com,437604,0,0/,0/,0/,2.51K,5.5K,,'0.68%,,,,,,,
99,101,Enterprise Products Partners,32789.2,4591.3,61733.2,31305.9,7300,enterpriseproducts.com,618930,0,0/,0/,0/,1.78K,3.89K,,'0.68%,,,,,,,
100,102,Northwestern Mutual,32293.6,1268,290318.0,-,5964,northwesternmutual.com,31835,0,0/,0/,0/,34.55K,75.67K,,'0.68%,,,,,,,
101,103,3M,32136.0,4570,44659.0,78528.8,96163,3m.com,15035,15375,59,88,5.,73.16K,160.23K,,'0.68%,,,,,,,
102,104,Abbott Laboratories,31904.0,3687,67887.0,139152.5,107000,abbott.com,38457,0,0/,0/,0/,28.6K,62.64K,,'0.68%,16752,35799,139497,174438$,12,14,31$
103,105,CHS,31900.5,829.9,16447.5,-,10703,chsinc.com,344636,0,0/,0/,0/,3.19K,6.99K,,'0.68%,24529,5884,76211,64231$,0,0,0$
104,106,Travelers,31581.0,2622,110122.0,25337.3,30800,travelers.com,21692,711,56,74,5.,50.71K,111.05K,,'0.68%,4575,87780,347612,2145064$,449,17442,96207$
105,107,Philip Morris International,29805.0,7185,42875.0,113606.4,73500,pmi.com,96595,0,0/,0/,0/,11.39K,24.94K,,'0.68%,,,,,,,
106,108,Raytheon,29176.0,3343,34566.0,36517.5,70000,raytheon.com,50423,0,0/,0/,0/,21.82K,47.78K,,'0.68%,,,,,,,
107,109,Hewlett Packard Enterprise,29135.0,1049,51803.0,12509.8,61600,hpe.com,4078,0,0/,0/,0/,269.74K,590.73K,,'0.68%,,,,,,,
108,110,Arrow Electronics,28916.8,-204.1,16400.8,4182.9,19300,arrow.com,24468,0,0/,0/,0/,44.96K,98.46K,,'0.68%,,,,,,,
109,112,Dollar General,27754.0,1712.6,22825.1,38045.7,143000,dollargeneral.com,34862,0,0/,0/,0/,31.55K,69.1K,,'0.68%,,,,,,,
110,113,U.S. Bancorp,27325.0,6914,495426.0,52407.5,69651,usbank.com,1098,0,0/,0/,0/,1M,2.19M,,'0.68%,448,379421,7868987,31777562$,2,2327,21729$
111,114,Starbucks,26508.6,3599.2,19219.6,77178.6,346000,starbucks.com,2953,0,0/,0/,0/,372.5K,815.78K,,'0.68%,,,,,,,
112,115,Bristol-Myers Squibb,26145.0,3439,129944.0,126109.7,30000,bms.com,70798,0,0/,0/,0/,15.54K,34.03K,,'0.68%,,,,,,,
113,116,US Foods Holding,25939.0,385,11288.0,3898.4,28000,usfoods.com,54635,1587,50,53,5.,20.13K,44.09K,,'0.68%,10851,22667,126632,165865$,0,0,0$
114,117,Mondelez International,25868.0,3870,64549.0,71761.8,80000,mondelezinternational.com,117451,0,0/,0/,0/,9.37K,20.51K,,'0.68%,,,,,,,
115,118,Paccar,25599.7,2387.9,28361.1,21174.9,27000,paccar.com,288601,0,0/,0/,0/,3.81K,8.34K,,'0.68%,,,,,,,
116,119,Thermo Fisher Scientific,25542.0,3696,58381.0,113107.7,75000,thermofisher.com,4726,0,0/,0/,0/,232.75K,509.73K,,'0.68%,3225,431044,910358,2650862$,21517,135889,524401$
117,120,Macy's,25331.0,564,21172.0,1520.4,123000,macysinc.com,436126,0,0/,0/,0/,2.52K,5.53K,,'0.68%,,,,,,,
118,121,Jabil,25282.3,287.1,12970.5,3738.4,200000,jabil.com,117702,0,0/,0/,0/,9.35K,20.47K,,'0.68%,,,,,,,
119,122,Kraft Heinz,24977.0,1935,101450.0,30226.3,37000,kraftheinzcompany.com,175886,0,0/,0/,0/,6.25K,13.69K,,'0.68%,25431,11503,95449,63777$,0,0,0$
120,123,Duke Energy,24658.0,3748,158838.0,59368.2,28793,duke-energy.com,10147,0,0/,0/,0/,108.41K,237.41K,,'0.68%,,,,,,,
121,124,Tesla,24578.0,-862,34309.0,96473.4,48016,tesla.com,2079,0,0/,0/,0/,529.1K,1.16M,,'0.68%,280,661616,12136746,28512166$,24,11897,23229$
122,125,PBF Energy,24508.2,319.4,9132.4,848.1,3442,pbfenergy.com,1097523,0,0/,0/,0/,1K,2.2K,,'0.68%,,,,,,,
123,126,Qualcomm,24273.0,4386,32957.0,77326.8,37000,qualcomm.com,8706,0,0/,0/,0/,126.35K,276.71K,,'0.68%,,,,,,,
124,127,NGL Energy Partners,24087.8,360,5902.5,333.7,1300,nglenergypartners.com,1681413,0,0/,0/,0/,654,1.43K,,'0.68%,139808,2319,9002,26559$,0,0,0$
125,128,CBRE Group,23894.1,1282.4,16197.2,12625,100000,cbre.com,28874,0,0/,0/,0/,38.1K,83.43K,,'0.68%,,,,,,,
126,129,Baker Hughes,23838.0,128,53369.0,10827.3,68000,bakerhughes.com,180111,0,0/,0/,0/,6.11K,13.37K,,'0.68%,,,,,,,
127,130,Synnex,23757.3,500.7,11698.0,3718.9,240900,synnex.com,77882,0,0/,0/,0/,14.12K,30.93K,,'0.68%,,,,,,,
128,131,Dollar Tree,23610.8,827,19574.6,17398.5,125000,dollartree.com,13528,0,0/,0/,0/,81.31K,178.08K,,'0.68%,417,955046,8279668,4407743$,996,235320,102760$
129,132,Cummins,23571.0,2260,19737.0,20043.9,61615,cummins.com,34240,0,0/,0/,0/,32.13K,70.36K,,'0.68%,,,,,,,
130,133,United Natural Foods,23481.1,-285,7181.0,492.2,19000,unfi.com,83776,78,48,52,5.,13.13K,28.75K,,'0.68%,36215,2525,31021,25845$,0,0,0$
131,134,Micron Technology,23406.0,6313,48887.0,46778.5,37000,micron.com,25101,0,0/,0/,0/,43.82K,95.97K,,'0.68%,,,,,,,
132,135,Amgen,23362.0,7842,59707.0,119571.5,23400,amgen.com,106546,0,0/,0/,0/,10.32K,22.61K,,'0.68%,22826,28697,97799,334313$,68,1905,11763$
133,136,Penske Automotive Group,23179.4,435.8,13942.7,2264.9,26980,penskeautomotive.com,578567,0,0/,0/,0/,1.9K,4.16K,,'0.68%,,,,,,,
134,137,Visa,22977.0,12080,72574.0,316199.1,19500,visa.com,7967,0,0/,0/,0/,138.07K,302.37K,,'0.68%,,,,,,,
135,138,Broadcom,22597.0,2724,67493.0,94790.5,19000,broadcom.com,28406,0,0/,0/,0/,38.72K,84.8K,,'0.68%,,,,,,,
136,139,Nucor,22588.9,1271.1,18344.7,10846.8,26800,nucor.com,544454,0,0/,0/,0/,2.02K,4.42K,,'0.68%,,,,,,,
137,140,Gilead Sciences,22449.0,5386,61627.0,94124,11800,gilead.com,117154,0,0/,0/,0/,9.39K,20.56K,,'0.68%,,,,,,,
138,141,Southwest Airlines,22428.0,2300,25895.0,18420.9,60767,southwest.com,512,0,0/,0/,0/,2.15M,4.71M,,'0.68%,138,220796,12877224,8269935$,2749,25142,53688$
139,142,Halliburton,22408.0,-1131,25377.0,6027.4,55000,halliburton.com,25477,0,0/,0/,0/,43.18K,94.56K,,'0.68%,,,,,,,
140,143,CenturyLink,22401.0,-5269,64742.0,10307.1,42500,centurylink.com,4651,0,0/,0/,0/,236.51K,517.95K,,'0.68%,,,,,,,
141,144,International Paper,22376.0,1225,33471.0,12206.8,51000,internationalpaper.com,193630,0,0/,0/,0/,5.68K,12.44K,,'0.68%,,,,,,,
142,145,Eli Lilly,22319.5,8318.4,39286.1,132760.4,33625,lilly.com,38115,0,0/,0/,0/,28.86K,63.2K,,'0.68%,,,,,,,
143,146,Aflac,22307.0,3304,152768.0,24738.8,11729,aflac.com,31234,0,0/,0/,0/,35.22K,77.12K,,'0.68%,3657,117346,781437,1562501$,2679,43209,584241$
144,147,Lennar,22259.6,1849.1,29359.5,11590.8,10106,lennar.com,45018,0,0/,0/,0/,24.43K,53.51K,,'0.68%,,,,,,,
145,148,Occidental Petroleum,21971.0,-667,109330.0,10366.7,14400,oxy.com,135730,0,0/,0/,0/,8.1K,17.75K,,'0.68%,,,,,,,
146,149,Union Pacific,21708.0,5919,61673.0,97354.5,37483,up.com,113756,1661,54,69,5.,9.67K,21.18K,,'0.68%,7616,23174,191207,170942$,0,0,0$
147,150,Rite Aid,21674.4,-422.2,7591.4,822.3,42645,riteaid.com,24892,0,0/,0/,0/,44.19K,96.78K,,'0.68%,,,,,,,
148,151,PNC Financial Services Group,21624.0,5369,410295.0,41037.7,50968,pnc.com,1120,0,0/,0/,0/,982.14K,2.15M,,'0.68%,495,322317,6549085,9184958$,1967,408679,137664$
149,152,DuPont,21512.0,498,69396.0,25213.1,35000,dupont.com,46852,0,0/,0/,0/,23.48K,51.41K,,'0.68%,,,,,,,
150,153,Southern,21419.0,4739,118700.0,57075.9,27943,southerncompany.com,19662,0,0/,0/,0/,55.95K,122.52K,,'0.68%,,,,,,,
151,154,AutoNation,21335.7,450,10543.3,2510.7,25000,autonation.com,75800,0,0/,0/,0/,14.51K,31.78K,,'0.68%,,,,,,,
152,155,DXC Technology,21184.0,1257,29574.0,3311.1,130000,dxc.technology,99999999,0,0/,0/,0/,11,21.9,,'0.68%,,,,,,,
153,156,McDonald's,21076.5,6025.4,47510.8,123259.6,205000,aboutmcdonalds.com,99999999,0,0/,0/,0/,11,21.9,,'0.68%,,,,,,,
154,157,Marriott International,20972.0,1273,25051.0,24254.5,174000,marriott.com,1203,0,0/,0/,0/,914.38K,2M,,'0.68%,173,2613291,15477778,17407863$,32274,680726,1182755$
155,158,ManpowerGroup,20863.5,465.7,9223.8,3109.4,28000,manpowergroup.com,126862,0,0/,0/,0/,8.67K,18.99K,,'0.68%,,,,,,,
156,159,Bank of New York Mellon,20822.0,4441,381508.0,29808.5,48400,bnymellon.com,49798,0,0/,0/,0/,22.09K,48.38K,,'0.68%,,,,,,,
157,160,Hartford Financial Services Group,20740.0,2085,70817.0,12624.8,19500,thehartford.com,21187,572,58,76,5.,51.92K,113.7K,,'0.68%,5730,59558,269223,2016940$,25839,13895,151392$
158,161,Danaher,20521.2,3008.2,62081.6,96457.3,60000,danaher.com,263764,0,0/,0/,0/,4.17K,9.13K,,'0.68%,,,,,,,
159,162,Whirlpool,20419.0,1184,18881.0,5377.8,77000,whirlpoolcorp.com,263281,0,0/,0/,0/,4.18K,9.15K,,'0.68%,56319,8342,17002,32957$,0,0,0$
160,163,AECOM,20173.3,-261.1,14461.6,4734.9,86000,aecom.com,31209,0,0/,0/,0/,35.25K,77.19K,,'0.68%,,,,,,,
161,164,Netflix,20156.4,1866.9,33975.7,164771.9,8600,netflix.com,20,1107127,73,93,7.,55M,120.45M,,'0.68%,61,2543867,49506337,63732568$,75,6074,4479$
162,165,Kohl's,19974.0,691,14555.0,2265,79500,kohlscorporation.com,99999999,0,0/,0/,0/,11,21.9,,'0.68%,,,,,,,
163,166,Lear,19810.3,753.6,12680.7,4913.4,164100,lear.com,246521,0,0/,0/,0/,4.46K,9.77K,,'0.68%,,,,,,,
164,167,Altria Group,19796.0,-1293,49271.0,71863,7300,altria.com,252484,0,0/,0/,0/,4.36K,9.54K,,'0.68%,,,,,,,
165,168,Performance Food Group,19743.5,166.8,4653.5,2896.7,18000,pfgc.com,586652,0,0/,0/,0/,1.88K,4.11K,,'0.68%,,,,,,,
166,169,Avnet,19518.6,176.3,8564.6,2505.9,15500,avnet.com,45802,0,0/,0/,0/,24.02K,52.6K,,'0.68%,,,,,,,
